Ano,Empresa,Capital,Trabalho,Producao
1969,3398,796.89999999705,2.54716038419826,7.58806388187466
1970,3398,876.399999998851,2.2636923341651,6.54548773984478
1971,3398,953.099999996588,2.27485582043357,6.61106144013335
1972,3398,985.999999997402,2.59899277070351,7.57267499606601
1973,3398,998.600000003486,2.69177693452363,7.92296607146438
1974,3398,1002.6000000006,2.56881789638803,8.28671428568223
1975,3398,997.899999999733,2.35478824411428,7.27561734022335
1976,3398,999.800000000529,2.27398073172161,7.33358785978212
1977,3398,1006.89999999842,2.54867720077605,8.04410086088614
1978,3398,1038.59999999977,2.90445674723287,9.93147204643351
1979,3398,1082.99999999893,2.83737364213556,9.49057682920252
1980,3398,1076.7999999995,2.77934911034578,11.0018168551552
1981,3398,1094.69999999944,2.61926732673411,10.8476968773991
1982,3398,1086.79999999762,2.5358268055238,8.01372783183982
1983,3398,1065.20000000024,2.37118192709872,7.79167001890231
1984,3398,1088.49999999499,2.74629997900078,9.9731194176191
1985,3398,1113.70000000105,2.72962648435848,10.2237302028821
1986,3398,1156.99999999575,2.81586117843532,10.0264844813467
1987,3398,1197.69999999585,2.64199999999965,10.1540000000487
1988,3398,1203.49999999624,2.91884560952711,10.979037561171
1989,3398,1237.49999999648,3.22594352538662,11.2316491727971
1990,3398,1267.79999999992,3.18186560522736,11.4220816597944
1991,3398,1275.10000000064,3.07138056995674,10.3336815570646
1992,3398,1284.10000000356,2.72557857628323,10.0855698107691
1993,3398,1297.10000000437,2.93551035434253,10.604623946616
1994,3398,1345.90000000044,2.95395203251273,12.6480210932495
1958,3399,346.19999999927,0.437403975040796,1.12936272244097
1959,3399,339.399999999957,0.460867230347078,1.23016099177224
1960,3399,332.899999999674,0.478898039656829,1.26540941865572
1961,3399,327.899999999802,0.497870291955113,1.39680276354052
1962,3399,324.499999998655,0.56958436847286,1.70193173573667
1963,3399,325.899999998854,0.765640721818344,2.24970203283363
1964,3399,329.600000001544,0.814226113968168,2.53240938303589
1965,3399,335.799999998845,0.893943007362101,2.72424237645623
1966,3399,349.400000000015,0.967413105702829,2.9022393171102
1967,3399,370.39999999925,1.32920111067294,3.95068107894932
1968,3399,380.899999998264,1.31282827802477,4.2010504896974
1969,3399,408.499999999976,1.35230038057355,4.03159822400566
1970,3399,450.999999998792,1.20125182827222,3.47562195646711
1971,3399,492.200000001498,1.20986745310142,3.51014065702023
1972,3399,510.900000001659,1.23610631777313,4.02283121170605
1973,3399,553.09999999965,1.67601205357239,5.14346398807054
1974,3399,600.10000000272,1.57136263736132,5.24140502356756
1975,3399,648.500000002271,1.33341095633837,4.27156649384944
1976,3399,683.800000003282,1.58445109048994,5.53090797326335
1977,3399,716.199999996897,1.39927375728898,5.10941710634086
1978,3399,733.700000000037,1.62359936728547,5.91672435430995
1979,3399,775.999999997502,1.45060913049654,6.42158084892151
1980,3399,779.500000001691,1.43862590937023,5.67019852747093
1981,3399,800.400000000338,1.52355293221727,5.67259177457777
1982,3399,807.099999999736,1.18713221643612,3.67027563958462
1983,3399,811.900000001298,1.35962783183279,4.81670970083581
1984,3399,835.999999996069,1.49748820523559,7.19315581691962
1985,3399,853.299999997834,1.51587432991849,6.4529928072082
1986,3399,864.700000003126,1.90024282157593,7.63804919503982
1987,3399,891.799999996989,1.80899999999971,7.28199999997639
1988,3399,957.999999999175,1.78921947569551,8.11918783702149
1989,3399,1003.10000000056,1.69727666856478,7.50546548770311
1990,3399,1027.00000000148,1.66938116565916,7.90131912617076
1991,3399,1053.10000000363,1.4119698845511,6.17996377776903
1992,3399,1081.00000000086,1.59632584727969,7.35999123446024
1993,3399,1098.09999999597,1.64137836615987,7.88851391654606
1994,3399,1133.600000004,1.89308249785321,10.2523789224416
1958,3315,761.199999998482,2.81085833140647,7.03431638551992
1959,3315,749.20000000005,3.19416441955695,8.30979067641757
1960,3315,771.200000002826,3.03768172600976,7.63789939160277
1961,3315,758.900000000101,3.01833864497907,7.65129830621881
1962,3315,758.900000000101,3.09008046607015,7.66380883809354
1963,3315,779.700000003466,3.27505348407784,8.5333525383264
1964,3315,803.599999999374,3.46627688517861,9.42175931876391
1965,3315,831.800000000989,3.87266551000885,10.8415058885392
1966,3315,867.700000000482,4.1234001226533,11.1934454099284
1967,3315,907.199999996836,4.24605910353795,11.8643506545331
1968,3315,1039.69999999592,4.37216069220923,13.5236063516304
1969,3315,1118.89999999589,4.52078796667039,14.0937251721484
1970,3315,1156.69999999843,4.55140970490148,11.8443430267576
1971,3315,1184.40000000304,4.31587171296772,11.9817545670392
1972,3315,1208.19999999439,4.92735871441502,14.2261940122201
1973,3315,1227.19999999633,5.64211220238595,16.6677782737345
1974,3315,1291.8000000021,5.63318681319132,19.5573233909575
1975,3315,1343.19999999553,4.66693834720125,14.1810580923131
1976,3315,1386.7999999988,5.20814941780792,16.2516268101698
1977,3315,1412.80000000043,5.25416956400975,15.9296633158083
1978,3315,1472.19999999322,5.61742853435362,17.1757181826867
1979,3315,1521.99999999752,5.70741197298278,18.0739661673153
1980,3315,1572.90000000535,5.18884354458756,15.9798976246476
1981,3315,1597.69999999437,5.21241660319564,15.7765460777018
1982,3315,1590.10000000262,3.47359101199559,10.9850705984428
1983,3315,1566.29999999277,3.57535935229915,11.057255010197
1984,3315,1552.19999999994,3.72037316252198,12.2817923141528
1985,3315,1571.79999999674,3.42650759990408,10.5111147112554
1986,3315,1535.89999999757,3.45339521992378,10.3787246140849
1987,3315,1519.99999999951,4.07499999998848,14.2289999999494
1988,3315,1525.99999999328,4.49529303948444,16.4095604562912
1989,3315,1631.29999999632,4.4816674272382,15.3807547062344
1990,3315,1723.10000000163,4.41552214870374,15.4511895858867
1991,3315,1718.50000000019,4.06633483910298,13.8212125647186
1992,3315,1721.89999999632,4.11581791205692,14.5873776234569
1993,3315,1716.80000000612,4.32779511921575,16.8484602439173
1994,3315,1753.30000000687,4.24509408610489,19.1303944948516
1958,3316,1743.59999999261,1.69225144441962,5.07316905478618
1959,3316,1709.2999999962,2.07744766910209,6.77829341861766
1960,3316,1702.60000000007,2.17426701216446,6.06487663359908
1961,3316,1620.79999999284,2.01914062848417,5.46620091376006
1962,3316,1571.69999999641,2.24423062547863,6.62354996149944
1963,3316,1556.10000000706,2.41159963039794,7.55522121972275
1964,3316,1558.20000000505,2.63543391174155,7.40447257929601
1965,3316,1528.60000000186,3.02439842270934,9.32115026291748
1966,3316,1538.9000000003,3.14329963195996,9.72488059704191
1967,3316,1553.70000000318,3.34761761204918,8.27981525193498
1968,3316,1867.60000000601,3.52546020728221,9.52611799940077
1969,3316,1883.00000000536,3.63799728162946,9.88781795939001
1970,3316,1877.50000000321,3.01113791620345,9.99441521123369
1971,3316,1880.29999999731,2.76286958303669,6.95927959365235
1972,3316,1852.2000000071,3.95700306460554,12.3025492691753
1973,3316,1833.19999999089,4.28929806547014,13.7820825892268
1974,3316,1848.19999999272,4.4578414442703,6.17956357930143
1975,3316,1904.6999999914,2.84318876881852,7.95782759701209
1976,3316,1908.500000009,3.37612784443846,11.4982735385914
1977,3316,1890.3999999949,4.1151055817652,13.7790553734787
1978,3316,1879.69999999521,4.41541790272389,16.0783001763969
1979,3316,1877.89999999219,4.46615380196149,16.2892863568581
1980,3316,1863.10000000688,3.80596778857309,10.3232966956096
1981,3316,1859.60000000664,3.85054683931799,10.447220106658
1982,3316,1826.50000000852,2.87534193646562,7.29723383141597
1983,3316,1773.49999999348,3.07408811354916,11.2239699390237
1984,3316,1712.99999999294,3.10031096878057,14.6176132926757
1985,3316,1687.59999999969,2.75699643754018,10.8500810545066
1986,3316,1620.60000000547,2.79217251452149,11.4169060580659
1987,3316,1817.50000000423,3.69799999998176,16.1730000000381
1988,3316,1868.60000000214,3.81442249305353,19.8400261212277
1989,3316,1868.7999999927,3.52031203648567,16.7557164859391
1990,3316,1892.59999999218,3.394348599988,14.5313264946248
1991,3316,1863.50000000128,3.13799924709711,13.8359205844254
1992,3316,1849.90000000491,3.23572715393702,14.5704852864513
1993,3316,1866.89999999387,3.53020070712017,16.6373080520864
1994,3316,1918.10000000452,3.51226189422096,17.281750553426
1958,3317,948.09999999629,3.72151906634344,10.185776172826
1959,3317,933.700000000112,4.15135020566427,12.9893656307516
1960,3317,976.800000003423,4.00946022982662,11.2628429472825
1961,3317,983.199999998206,3.88615422330217,10.0369267884653
1962,3317,1018.30000000242,3.96321578540568,10.610640540834
1963,3317,1066.99999999813,3.83494934232692,9.95670225026476
1964,3317,1115.40000000507,4.03457347901479,9.74412639250881
1965,3317,1171.69999999518,4.21849747635255,12.3912246057084
1966,3317,1213.89999999544,4.58014598242476,13.2107396237141
1967,3317,1258.10000000367,4.78143177313197,12.6797170766105
1968,3317,1316.99999999568,4.73503232861624,12.3641872206926
1969,3317,1372.2000000044,4.90033173252348,12.0357545305965
1970,3317,1401.99999999364,3.96413103330453,11.2223615245869
1971,3317,1411.40000000462,3.69822929466492,10.8354305726203
1972,3317,1391.60000000308,4.43242857143099,12.3391204620942
1973,3317,1397.99999999475,5.12268697916553,14.6870367560006
1974,3317,1443.80000000713,5.36846938776187,21.0355054945305
1975,3317,1476.09999999564,4.79679086763952,17.5145854831897
1976,3317,1497.19999999959,4.16101796798243,13.1175678822054
1977,3317,1524.50000000258,5.69704315466352,17.0239229659064
1978,3317,1640.19999999621,6.18866517996574,18.2666997199402
1979,3317,1675.59999999517,6.24637933671447,20.571330095193
1980,3317,1741.09999999555,5.67699732665257,18.5376058812368
1981,3317,1802.30000000224,6.16634729626397,24.5024622999631
1982,3317,1826.60000000442,5.39243687268445,14.1975861822178
1983,3317,1858.89999999424,4.16562031656988,10.8128148780139
1984,3317,1891.80000000176,4.05157976340042,12.7954340262779
1985,3317,1874.20000000052,3.75810510960598,11.5038018592413
1986,3317,1793.00000000873,3.3679100414833,11.177959535294
1987,3317,1748.0000000079,3.68600000000873,13.457000000008
1988,3317,1710.79999999529,4.05234032602329,18.5160037093287
1989,3317,1739.29999999286,3.83331146606484,16.4073183114761
1990,3317,1726.29999999568,4.03897000604793,15.3104308087989
1991,3317,1751.50000000431,4.05941341807908,13.3842978640401
1992,3317,1743.900000008,4.29065360009637,14.480111283462
1993,3317,1731.79999999359,4.57358946752529,15.1196516733626
1994,3317,1748.60000000561,4.6612005677017,16.6822340304265
1958,3321,2889.70000000039,15.018731569262,29.0694379477166
1959,3321,2942.89999999084,18.6296715035807,35.5541342549842
1960,3321,3019.79999999888,17.6038724651356,33.8514497521327
1961,3321,3138.19999998441,16.6544527524115,31.9466770672562
1962,3321,3239.70000001029,18.5268400571388,36.7023795755705
1963,3321,3366.39999998877,20.1056578976471,39.4119464071957
1964,3321,3533.49999999679,22.5956055056865,44.9918086976531
1965,3321,3934.8000000055,24.8085497372763,50.8764498425319
1966,3321,4465.90000001023,25.4699253729745,52.2212766305826
1967,3321,4966.79999998666,24.0056182072153,47.4789405990559
1968,3321,5373.00000000633,25.1709008273333,50.9554382428763
1969,3321,5606.10000002063,26.9785331642661,55.0872633199234
1970,3321,5972.10000001196,24.4121065990818,47.6576642001008
1971,3321,6290.49999999254,24.4210220366637,49.4596864912029
1972,3321,6592.59999996857,27.2991764104374,55.0274548167115
1973,3321,6853.49999999016,31.8396119047268,63.4853050593784
1974,3321,7392.50000002489,30.5780392463249,64.2818618522117
1975,3321,7985.89999998867,26.298042538503,60.1120264852561
1976,3321,8489.89999997445,28.1386776996504,64.6012251907635
1977,3321,8830.90000001066,29.3502840320633,70.148074923923
1978,3321,9354.50000004234,32.5637070323971,73.9759501605113
1979,3321,9919.20000004332,31.2942565439478,69.9068881176202
1980,3321,10357.8999999606,24.959751599535,57.2676453679726
1981,3321,10721.8000000303,24.5397738005798,51.8144805786706
1982,3321,10792.7999999503,17.1279529846058,38.7574083088405
1983,3321,10569.6000000373,17.7292315205116,39.0417075589111
1984,3321,10387.7999999679,20.6108238834435,48.1302916843252
1985,3321,10240.6000000312,18.8421073828146,41.9991931531686
1986,3321,10114.9999999813,17.3287726140257,38.8185105393029
1987,3321,10019.1999999791,17.7620000000655,40.4440000000343
1988,3321,9907.39999999962,19.501525139435,43.2691297963998
1989,3321,9826.39999995199,17.9480952652981,39.3028539644864
1990,3321,9665.80000001138,16.7745014014388,36.8590754469932
1991,3321,9459.1999999643,14.8438525178983,31.7918170207339
1992,3321,9262.49999995978,15.9674815570115,36.585423492631
1993,3321,9107.99999996694,16.8319639789644,40.9008394075445
1994,3321,8965.49999997831,18.1567861254441,44.101631233479
1958,3322,386.299999999136,2.76424971110721,4.57481534552934
1959,3322,393.600000000748,3.83583340950857,6.70384563527355
1960,3322,421.499999999195,3.4291896124461,5.95301723746477
1961,3322,456.600000001965,3.17738054381057,5.68747659907356
1962,3322,478.900000000688,3.70741442232252,6.68494228868485
1963,3322,497.699999997756,3.80122067617038,6.90088509621175
1964,3322,544.000000002207,4.28714974291304,7.27153770351148
1965,3322,628.799999996858,4.71767003157385,9.10908349108394
1966,3322,695.299999996543,4.85292475975338,9.35060273968214
1967,3322,760.099999998484,4.53220656485708,9.12287336375564
1968,3322,796.299999997293,4.54327089473087,9.26355234385171
1969,3322,835.500000003803,4.13562133019611,8.14191663643644
1970,3322,907.099999999185,3.85735309301453,7.21018041810995
1971,3322,915.600000001454,4.05915613991979,7.25157950357463
1972,3322,957.900000001105,4.49338055947619,8.35286044321978
1973,3322,1008.59999999735,4.71407247022754,8.42623139877443
1974,3322,1068.79999999745,4.03217582415661,8.06646938773849
1975,3322,1080.09999999522,3.10289380972151,6.9442026984708
1976,3322,1131.40000000107,3.33578302498782,7.98644039243762
1977,3322,1133.9000000025,3.48956817549832,7.90624137738683
1978,3322,1142.50000000187,3.37914635410603,7.75433632402676
1979,3322,1164.59999999648,2.89527922667612,6.47948643347469
1980,3322,1165.50000000488,1.95941392760106,4.16902366552633
1981,3322,1140.59999999722,1.67777380045816,3.82815993905415
1982,3322,1092.09999999598,1.04547245490856,2.41524039695011
1983,3322,1045.89999999977,0.885391446413352,2.40272258931222
1984,3322,1011.60000000424,1.12610244295178,2.93307878341694
1985,3322,993.899999996064,1.08216584108041,2.78541908123399
1986,3322,966.500000001561,1.00934307053943,2.27926144398372
1987,3322,927.900000000804,0.774000000000317,1.81599999999982
1988,3322,893.400000001771,0.829810978458038,1.95750282097717
1989,3322,856.900000004222,0.9091888191657,2.17329663433782
1990,3322,831.200000004142,0.911794116796792,1.76441575403685
1991,3322,799.799999997826,0.781255395679981,1.34967709552742
1992,3322,762.400000000006,0.716235089149676,1.21878211514507
1993,3322,726.100000002759,0.764601882125486,1.29000792194712
1994,3322,690.899999996719,0.763535194396663,1.45677667248295
1958,3324,390.400000000415,1.33372359602618,2.74273804022229
1959,3324,397.599999999038,1.63430610146145,3.45295909507938
1960,3324,409.400000001151,1.53107548444981,3.05865536277634
1961,3324,413.70000000109,1.40717506128896,2.82817985290391
1962,3324,419.09999999957,1.60302187534222,3.29131087171038
1963,3324,424.899999999675,1.88543243831094,3.94288107403105
1964,3324,437.600000000975,2.18013196229765,4.38020415595181
1965,3324,477.700000001951,2.35230988433632,4.82533470033412
1966,3324,497.999999997683,2.54699253731031,5.4016541607133
1967,3324,509.700000002041,2.32302508925266,4.84912257043387
1968,3324,525.500000001573,2.16837929067099,4.57867300561956
1969,3324,523.999999999454,2.32505699528749,5.19834387456772
1970,3324,552.899999997851,1.99674748343893,4.29781209670666
1971,3324,551.499999998038,1.79955074957228,3.97273703614093
1972,3324,550.900000000732,1.54330433757475,4.28126764106227
1973,3324,559.400000001198,1.64138370535736,4.48321681548113
1974,3324,575.800000001108,2.04573626373427,5.91484615385424
1975,3324,577.600000000799,1.54272546692631,4.65143356860504
1976,3324,607.699999999204,1.45974892133199,4.60847869259613
1977,3324,606.599999997282,1.4802662038322,4.60795323519548
1978,3324,602.600000002289,1.75715610413806,5.23445861423177
1979,3324,596.50000000121,2.24050069387834,6.92639876539993
1980,3324,608.300000002032,2.29255508808777,7.52627070732735
1981,3324,624.700000000297,2.13670525514147,7.31305407465136
1982,3324,605.7999999981,2.30870289034613,7.44240581845413
1983,3324,610.700000000556,2.15039729160582,6.63480358697455
1984,3324,610.199999998432,2.55517748144969,7.90226371974938
1985,3324,613.000000002322,2.85279127367831,8.40573369749044
1986,3324,640.600000003166,2.84469955186423,9.11086612448056
1987,3324,649.299999997117,3.20600000000846,9.88800000004613
1988,3324,676.700000001232,3.22059505624831,9.10277497577336
1989,3324,694.100000003097,3.19613405588645,8.87390644611106
1990,3324,707.600000003092,3.12986554744011,9.2658723668767
1991,3324,714.199999999751,3.05840290557293,9.10599450669251
1992,3324,723.599999999175,3.36157506465602,9.83640783986133
1993,3324,725.100000001778,2.92478778211898,9.17439777230078
1994,3324,733.300000000181,2.59440371344528,8.85943217621573
1958,3325,1571.09999999442,5.36357661194795,11.0211460596424
1959,3325,1600.29999999689,6.56913059873103,13.8898292961957
1960,3325,1648.20000000118,6.15226678681335,12.2905511491988
1961,3325,1665.79999999793,5.65981713839997,11.3749531981477
1962,3325,1686.59999999909,6.44619434980888,13.2266358139345
1963,3325,1710.19999999683,7.57208555282317,15.8524730949688
1964,3325,1761.60000000279,8.7604083119041,17.6072242930522
1965,3325,1921.99999999954,9.46470315460502,19.3992157728052
1966,3325,2004.49999999487,10.2355478430032,21.7239749539239
1967,3325,2050.69999999646,9.34440688216431,19.5011033320535
1968,3325,2114.49999999462,8.71481962540274,18.4090976514544
1969,3325,2108.70000000007,9.35364525193964,20.8973986045066
1970,3325,2224.3000000007,8.02436221282188,17.2820096361139
1971,3325,2218.89999999474,7.23378733517344,15.9697420332929
1972,3325,2215.80000000759,8.22608030804771,17.2128414270116
1973,3325,2218.70000000325,8.93642239587555,17.4757730654915
1974,3325,2308.89999998855,9.51288540029695,21.7830675039613
1975,3325,2351.60000000447,9.81840102444051,24.7301218065962
1976,3325,2472.1999999908,9.42418304866048,23.601719368848
1977,3325,2738.40000001102,10.1843693418298,24.8112605387134
1978,3325,2830.99999999462,10.7312033502454,25.8842610723875
1979,3325,2898.19999999471,11.9923950328162,29.6714154184802
1980,3325,2983.09999999538,11.1799453940288,27.7404604698827
1981,3325,3065.49999999159,9.37140517901573,22.8744371668268
1982,3325,3005.99999999122,5.83966025205578,14.1542687344489
1983,3325,2955.30000000076,4.22194292765942,9.18621786957648
1984,3325,2887.80000000832,4.52287046758681,11.5889732605891
1985,3325,2836.59999999856,3.84232035014642,9.68791073488094
1986,3325,2759.29999998623,3.24946672200104,7.97998990872408
1987,3325,2677.39999999519,3.77400000001374,10.0490000000319
1988,3325,2594.50000000572,4.27284953710751,11.8939573578932
1989,3325,2528.40000000469,4.42204848831279,12.8031671420277
1990,3325,2472.30000000631,4.35186690554321,12.1034617274073
1991,3325,2414.39999999135,4.14247047013418,11.3407483129643
1992,3325,2354.69999999793,3.60566933442815,10.5864276030503
1993,3325,2292.79999999104,3.75454991093593,11.2199346306242
1994,3325,2220.49999999521,4.01239764589675,12.1737405015172
